Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2019","2019","t","388951","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2020","2020","t","399125","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2021","2021","t","414270.8","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2022","2022","t","401419","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2023","2023","t","409115.9","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1990","1990","t","613000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1991","1991","t","297340","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1992","1992","t","251862","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1993","1993","t","464498","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1994","1994","t","420000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1995","1995","t","405342","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1996","1996","t","271150","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1997","1997","t","388391","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1998","1998","t","395067","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","1999","1999","t","272000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2000","2000","t","341100","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2001","2001","t","282200","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2002","2002","t","295300","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2003","2003","t","259900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2004","2004","t","253400","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2005","2005","t","260000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2006","2006","t","230900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2007","2007","t","249500","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2008","2008","t","335000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2009","2009","t","333100","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2010","2010","t","294900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2011","2011","t","292800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2012","2012","t","300000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2013","2013","t","294000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2014","2014","t","280000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2015","2015","t","275000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2016","2016","t","275000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2017","2017","t","274877","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2018","2018","t","240294","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2019","2019","t","233218","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2020","2020","t","233430","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2021","2021","t","225170.9","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2022","2022","t","233145","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2023","2023","t","233584.68","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1990","1990","t","1520554","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1991","1991","t","1427045","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1992","1992","t","1342141","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1993","1993","t","1099646","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1994","1994","t","1184350","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1995","1995","t","1065188","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1996","1996","t","1082789","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1997","1997","t","1257800","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1998","1998","t","1211557","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","1999","1999","t","1152801","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2000","2000","t","854667","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2001","2001","t","1012407","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2002","2002","t","861391","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2003","2003","t","882322","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2004","2004","t","1006742.37","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2005","2005","t","879628","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2006","2006","t","914052","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2007","2007","t","810980","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2008","2008","t","967921","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2009","2009","t","835107","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2010","2010","t","777961","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2011","2011","t","859375","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2012","2012","t","662466","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2013","2013","t","734050.59","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2014","2014","t","845704.92","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2015","2015","t","840433","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2016","2016","t","859701.77","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2017","2017","t","782029","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2018","2018","t","691030","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2019","2019","t","828130","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2020","2020","t","864860","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2021","2021","t","742530","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2022","2022","t","767120","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0115","Barley","2023","2023","t","772120","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1990","1990","t","1620237","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1991","1991","t","1571361","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1992","1992","t","1118169","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1993","1993","t","1524487","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1994","1994","t","1420645","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1995","1995","t","1473492","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1996","1996","t","1735568","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1997","1997","t","1841681","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1998","1998","t","1645606.79","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","1999","1999","t","1699939.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2000","2000","t","1851727.72","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2001","2001","t","1771081","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2002","2002","t","1955594.68","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2003","2003","t","1707771","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2004","2004","t","1944882","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2005","2005","t","2020955","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2006","2006","t","1746184.85","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2007","2007","t","1994697.62","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2008","2008","t","2448537.61","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2009","2009","t","2168837.51","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2010","2010","t","1955989.29","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2011","2011","t","2453133","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2012","2012","t","2351370","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2013","2013","t","1639018.91","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2014","2014","t","2334384.81","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2015","2015","t","1637905.36","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2016","2016","t","2179587.01","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2017","2017","t","2075983","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2018","2018","t","2130340","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2019","2019","t","2298880","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2020","2020","t","2411930","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2021","2021","t","2434900","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2022","2022","t","2113960","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0112","Maize (corn)","2023","2023","t","2105060","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1990","1990","t","1404468","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1991","1991","t","1375253","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1992","1992","t","1325401","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1993","1993","t","1018013","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1994","1994","t","1255122","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1995","1995","t","1301445","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1996","1996","t","1239723","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1997","1997","t","1352281","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1998","1998","t","1341820","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1999","1999","t","1416200","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2000","2000","t","1312962","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2001","2001","t","1508283","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2002","2002","t","1434208.07","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2003","2003","t","1191380","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2004","2004","t","1718825.23","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2005","2005","t","1453072","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2006","2006","t","1396300","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2007","2007","t","1399341","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2008","2008","t","1689688","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2009","2009","t","1523368","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2010","2010","t","1517805","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2011","2011","t","1781837","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2012","2012","t","1275498","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2013","2013","t","1597706.42","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2014","2014","t","1804018.24","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2015","2015","t","1725736.81","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2016","2016","t","1970363.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2017","2017","t","1437143","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2018","2018","t","1367060","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2019","2019","t","1596880","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2020","2020","t","1652740","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2021","2021","t","1547600","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2022","2022","t","1712530","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2023","2023","t","1744820","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1992","1992","t","2933800","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1993","1993","t","3164900","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1994","1994","t","3013300","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1995","1995","t","1964500","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1996","1996","t","2193700","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1997","1997","t","2358900","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1998","1998","t","1622800","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","1999","1999","t","1180900","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2000","2000","t","1377600","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2001","2001","t","1700400","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2002","2002","t","1681000","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2003","2003","t","1608706","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2004","2004","t","2031666","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2005","2005","t","1863810","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2006","2006","t","1830647","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2007","2007","t","1911267","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2008","2008","t","2211890","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2009","2009","t","2123424","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2010","2010","t","1965780","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2011","2011","t","1978794","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2012","2012","t","1917390","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2013","2013","t","1673272","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2014","2014","t","1988102","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2015","2015","t","1849035","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2016","2016","t","1252668","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2017","2017","t","1419829","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2018","2018","t","944341","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2019","2019","t","1098189","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2020","2020","t","1375015","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2021","2021","t","1077000","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2022","2022","t","1500000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","112","Belarus","5510","Production","0115","Barley","2023","2023","t","1150000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1992","1992","t","3000","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1993","1993","t","6000","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1994","1994","t","1000","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1995","1995","t","2700","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1996","1996","t","4600","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1997","1997","t","6100","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1998","1998","t","6100","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","1999","1999","t","9900","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","2000","2000","t","30000","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","2001","2001","t","31100","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","2002","2002","t","29600","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","2003","2003","t","50156","A","Official figure",""
"QCL","Crops and livestock products","112","Belarus","5510","Production","0112","Maize (corn)","2004","2004","t","38774","A","Official figure",""
